#------------------------------+
#  RECHERCHE DICHOTOMIQUE REC  |
#------------------------------+
#
#+--------+-----------------------------+
#|        |           ordonne_x=59           |
#| Taille | Opérations     Comparaisons |
#+ -------+--------------+--------------+
       1              0               1  
       2              0               2  
       3              0               2  
       4              0               3  
       5              0               3  
       6              0               3  
       7              0               3  
       8              0               4  
       9              0               4  
      10              0               4  
      11              0               4  
      12              0               4  
      13              0               4  
      14              0               4  
      15              0               4  
      16              0               5  
      17              0               5  
      18              0               5  
      19              0               5  
      20              0               5  
      21              0               5  
      22              0               5  
      23              0               5  
      24              0               5  
      25              0               5  
      26              0               5  
      27              0               5  
      28              0               5  
      29              0               5  
      30              0               5  
      31              0               5  
      32              0               6  
      33              0               6  
      34              0               6  
      35              0               6  
      36              0               6  
      37              0               6  
      38              0               6  
      39              0               6  
      40              0               6  
      41              0               6  
      42              0               6  
      43              0               6  
      44              0               6  
      45              0               6  
      46              0               6  
      47              0               6  
      48              0               6  
      49              0               6  
      50              0               6  
      51              0               6  
      52              0               6  
      53              0               6  
      54              0               6  
      55              0               6  
      56              0               6  
      57              0               6  
      58              0               6  
      59              0               6  
      60              0               6  
      61              0               5  
      62              0               6  
      63              0               4  
      64              0               4  
      65              0               6  
      66              0               5  
      67              0               6  
      68              0               3  
      69              0               7  
      70              0               6  
      71              0               5  
      72              0               5  
      73              0               6  
      74              0               4  
      75              0               6  
      76              0               6  
      77              0               5  
      78              0               6  
      79              0               2  
      80              0               2  
      81              0               7  
      82              0               6  
      83              0               5  
      84              0               5  
      85              0               7  
      86              0               6  
      87              0               4  
      88              0               4  
      89              0               7  
      90              0               6  
      91              0               5  
      92              0               5  
      93              0               7  
      94              0               6  
      95              0               3  
      96              0               3  
      97              0               7  
      98              0               7  
      99              0               6  
     100              0               6  
     101              0               5  
     102              0               5  
     103              0               7  
     104              0               7  
     105              0               6  
     106              0               6  
     107              0               4  
     108              0               4  
     109              0               7  
     110              0               6  
     111              0               7  
     112              0               7  
     113              0               5  
     114              0               5  
     115              0               7  
     116              0               7  
     117              0               6  
     118              0               6  
     119              0               1  
     120              0               1  
     121              0               7  
     122              0               7  
     123              0               6  
     124              0               6  
     125              0               7  
     126              0               7  
     127              0               5  
     128              0               5  
     129              0               5  
     130              0               5  
     131              0               7  
     132              0               7  
     133              0               6  
     134              0               6  
     135              0               7  
     136              0               7  
     137              0               4  
     138              0               4  
     139              0               8  
     140              0               8  
     141              0               7  
     142              0               7  
     143              0               6  
     144              0               6  
     145              0               6  
     146              0               6  
     147              0               7  
     148              0               7  
     149              0               5  
     150              0               5  
     151              0               7  
     152              0               7  
     153              0               7  
     154              0               7  
     155              0               6  
     156              0               6  
     157              0               7  
     158              0               7  
     159              0               3  
     160              0               3  
     161              0               3  
     162              0               3  
     163              0               8  
     164              0               8  
     165              0               7  
     166              0               7  
     167              0               6  
     168              0               6  
     169              0               6  
     170              0               6  
     171              0               8  
     172              0               8  
     173              0               7  
     174              0               7  
     175              0               5  
     176              0               5  
     177              0               5  
     178              0               5  
     179              0               8  
     180              0               8  
     181              0               7  
     182              0               7  
     183              0               6  
     184              0               6  
     185              0               6  
     186              0               6  
     187              0               8  
     188              0               8  
     189              0               7  
     190              0               7  
     191              0               4  
     192              0               4  
     193              0               4  
     194              0               4  
     195              0               8  
     196              0               8  
     197              0               8  
     198              0               8  
     199              0               7  
     200              0               7  
     201              0               7  
     202              0               7  
     203              0               6  
     204              0               6  
     205              0               6  
     206              0               6  
     207              0               8  
     208              0               8  
     209              0               8  
     210              0               8  
     211              0               7  
     212              0               7  
     213              0               7  
     214              0               7  
     215              0               5  
     216              0               5  
     217              0               5  
     218              0               5  
     219              0               8  
     220              0               8  
     221              0               7  
     222              0               7  
     223              0               8  
     224              0               8  
     225              0               8  
     226              0               8  
     227              0               6  
     228              0               6  
     229              0               6  
     230              0               6  
     231              0               8  
     232              0               8  
     233              0               8  
     234              0               8  
     235              0               7  
     236              0               7  
     237              0               7  
     238              0               7  
     239              0               2  
     240              0               2  
     241              0               2  
     242              0               2  
     243              0               8  
     244              0               8  
     245              0               8  
     246              0               8  
     247              0               7  
     248              0               7  
     249              0               7  
     250              0               7  
     251              0               8  
     252              0               8  
     253              0               8  
     254              0               8  
     255              0               6  
     256              0               6  
     257              0               6  
     258              0               6  
     259              0               6  
     260              0               6  
     261              0               6  
     262              0               6  
     263              0               8  
     264              0               8  
     265              0               8  
     266              0               8  
     267              0               7  
     268              0               7  
     269              0               7  
     270              0               7  
     271              0               8  
     272              0               8  
     273              0               8  
     274              0               8  
     275              0               5  
     276              0               5  
     277              0               5  
     278              0               5  
     279              0               9  
     280              0               9  
     281              0               9  
     282              0               9  
     283              0               8  
     284              0               8  
     285              0               8  
     286              0               8  
     287              0               7  
     288              0               7  
     289              0               7  
     290              0               7  
     291              0               7  
     292              0               7  
     293              0               7  
     294              0               7  
     295              0               8  
     296              0               8  
     297              0               8  
     298              0               8  
     299              0               6  
     300              0               6  
     301              0               6  
     302              0               6  
     303              0               8  
     304              0               8  
     305              0               8  
     306              0               8  
     307              0               8  
     308              0               8  
     309              0               8  
     310              0               8  
     311              0               7  
     312              0               7  
     313              0               7  
     314              0               7  
     315              0               8  
     316              0               8  
     317              0               8  
     318              0               8  
     319              0               4  
     320              0               4  
     321              0               4  
     322              0               4  
     323              0               4  
     324              0               4  
     325              0               4  
     326              0               4  
     327              0               9  
     328              0               9  
     329              0               9  
     330              0               9  
     331              0               8  
     332              0               8  
     333              0               8  
     334              0               8  
     335              0               7  
     336              0               7  
     337              0               7  
     338              0               7  
     339              0               7  
     340              0               7  
     341              0               7  
     342              0               7  
     343              0               9  
     344              0               9  
     345              0               9  
     346              0               9  
     347              0               8  
     348              0               8  
     349              0               8  
     350              0               8  
     351              0               6  
     352              0               6  
     353              0               6  
     354              0               6  
     355              0               6  
     356              0               6  
     357              0               6  
     358              0               6  
     359              0               9  
     360              0               9  
     361              0               9  
     362              0               9  
     363              0               8  
     364              0               8  
     365              0               8  
     366              0               8  
     367              0               7  
     368              0               7  
     369              0               7  
     370              0               7  
     371              0               7  
     372              0               7  
     373              0               7  
     374              0               7  
     375              0               9  
     376              0               9  
     377              0               9  
     378              0               9  
     379              0               8  
     380              0               8  
     381              0               8  
     382              0               8  
     383              0               5  
     384              0               5  
     385              0               5  
     386              0               5  
     387              0               5  
     388              0               5  
     389              0               5  
     390              0               5  
     391              0               9  
     392              0               9  
     393              0               9  
     394              0               9  
     395              0               9  
     396              0               9  
     397              0               9  
     398              0               9  
     399              0               8  
     400              0               8  
     401              0               8  
     402              0               8  
     403              0               8  
     404              0               8  
     405              0               8  
     406              0               8  
     407              0               7  
     408              0               7  
     409              0               7  
     410              0               7  
     411              0               7  
     412              0               7  
     413              0               7  
     414              0               7  
     415              0               9  
     416              0               9  
     417              0               9  
     418              0               9  
     419              0               9  
     420              0               9  
     421              0               9  
     422              0               9  
     423              0               8  
     424              0               8  
     425              0               8  
     426              0               8  
     427              0               8  
     428              0               8  
     429              0               8  
     430              0               8  
     431              0               6  
     432              0               6  
     433              0               6  
     434              0               6  
     435              0               6  
     436              0               6  
     437              0               6  
     438              0               6  
     439              0               9  
     440              0               9  
     441              0               9  
     442              0               9  
     443              0               8  
     444              0               8  
     445              0               8  
     446              0               8  
     447              0               9  
     448              0               9  
     449              0               9  
     450              0               9  
     451              0               9  
     452              0               9  
     453              0               9  
     454              0               9  
     455              0               7  
     456              0               7  
     457              0               7  
     458              0               7  
     459              0               7  
     460              0               7  
     461              0               7  
     462              0               7  
     463              0               9  
     464              0               9  
     465              0               9  
     466              0               9  
     467              0               9  
     468              0               9  
     469              0               9  
     470              0               9  
     471              0               8  
     472              0               8  
     473              0               8  
     474              0               8  
     475              0               8  
     476              0               8  
     477              0               8  
     478              0               8  
     479              0               3  
     480              0               3  
     481              0               3  
     482              0               3  
     483              0               3  
     484              0               3  
     485              0               3  
     486              0               3  
     487              0               9  
     488              0               9  
     489              0               9  
     490              0               9  
     491              0               9  
     492              0               9  
     493              0               9  
     494              0               9  
     495              0               8  
     496              0               8  
     497              0               8  
     498              0               8  
     499              0               8  
     500              0               8  
     501              0               8  
     502              0               8  
     503              0               9  
     504              0               9  
     505              0               9  
     506              0               9  
     507              0               9  
     508              0               9  
     509              0               9  
     510              0               9  
     511              0               7  
     512              0               7  
#+ -------+--------------+--------------+--------------+--------------+--------------+--------------+
